employee_id,date,clock_in_time,clock_out_time,remote_flag,work_location,notes
4,2022-10-06,2022-10-06 09:24:00,2022-10-06 17:29:00,True,Remote,WFH
4,2022-11-21,2022-11-21 09:12:00,2022-11-21 17:12:00,False,NYC,
4,2022-10-28,2022-10-28 09:16:00,2022-10-28 17:04:00,False,Atlanta,
4,2022-08-15,2022-08-15 09:18:00,2022-08-15 17:12:00,True,Remote,WFH
4,2022-10-07,2022-10-07 09:25:00,2022-10-07 17:13:00,True,Remote,WFH
5,2020-07-20,2020-07-20 09:21:00,2020-07-20 17:03:00,False,Chicago,
5,2020-05-25,2020-05-25 09:07:00,2020-05-25 17:24:00,False,Seattle,
5,2020-07-02,2020-07-02 09:26:00,2020-07-02 17:05:00,True,Remote,WFH
5,2020-06-18,2020-06-18 09:05:00,2020-06-18 17:23:00,True,Remote,WFH
5,2020-07-17,2020-07-17 09:20:00,2020-07-17 17:29:00,False,Austin,
5,2020-06-22,2020-06-22 09:27:00,2020-06-22 17:02:00,False,Remote,
5,2020-08-03,2020-08-03 09:21:00,2020-08-03 17:01:00,False,Chicago,
5,2020-07-06,2020-07-06 09:21:00,2020-07-06 17:28:00,True,Remote,WFH
6,2020-05-25,2020-05-25 09:07:00,2020-05-25 17:22:00,False,Seattle,
6,2020-06-29,2020-06-29 09:29:00,2020-06-29 17:24:00,False,Austin,
6,2020-04-23,2020-04-23 09:13:00,2020-04-23 17:02:00,False,Remote,
6,2020-04-27,2020-04-27 09:02:00,2020-04-27 17:26:00,True,Remote,WFH
6,2020-07-02,2020-07-02 09:16:00,2020-07-02 17:26:00,False,Atlanta,
6,2020-05-18,2020-05-18 09:28:00,2020-05-18 17:04:00,False,Seattle,
6,2020-06-18,2020-06-18 09:19:00,2020-06-18 17:24:00,False,Seattle,
6,2020-05-28,2020-05-28 09:29:00,2020-05-28 17:20:00,False,Austin,
6,2020-07-10,2020-07-10 09:06:00,2020-07-10 17:21:00,False,Remote,
7,2022-11-08,2022-11-08 09:12:00,2022-11-08 17:12:00,True,Remote,WFH
7,2022-12-16,2022-12-16 09:17:00,2022-12-16 17:16:00,False,Atlanta,
7,2022-11-24,2022-11-24 09:19:00,2022-11-24 17:12:00,False,Austin,
7,2023-01-24,2023-01-24 09:21:00,2023-01-24 17:03:00,True,Remote,WFH
7,2023-02-09,2023-02-09 09:00:00,2023-02-09 17:14:00,True,Remote,WFH
8,2024-12-10,2024-12-10 09:16:00,2024-12-10 17:23:00,False,Atlanta,
8,2024-11-21,2024-11-21 09:07:00,2024-11-21 17:17:00,False,Seattle,
8,2024-12-24,2024-12-24 09:12:00,2024-12-24 17:22:00,False,NYC,
8,2024-11-11,2024-11-11 09:07:00,2024-11-11 17:07:00,True,Remote,WFH
8,2024-11-22,2024-11-22 09:25:00,2024-11-22 17:14:00,True,Remote,WFH
9,2024-08-06,2024-08-06 09:12:00,2024-08-06 17:06:00,True,Remote,WFH
9,2024-09-17,2024-09-17 09:16:00,2024-09-17 17:27:00,False,Seattle,
9,2024-09-05,2024-09-05 09:28:00,2024-09-05 17:15:00,True,Remote,WFH
9,2024-10-07,2024-10-07 09:01:00,2024-10-07 17:21:00,False,Remote,
9,2024-08-29,2024-08-29 09:16:00,2024-08-29 17:29:00,True,Remote,WFH
9,2024-09-19,2024-09-19 09:12:00,2024-09-19 17:17:00,True,Remote,WFH
9,2024-09-09,2024-09-09 09:13:00,2024-09-09 17:29:00,True,Remote,WFH
9,2024-08-29,2024-08-29 09:12:00,2024-08-29 17:10:00,True,Remote,WFH
10,2021-04-07,2021-04-07 09:29:00,2021-04-07 17:20:00,False,Chicago,
10,2021-05-04,2021-05-04 09:22:00,2021-05-04 17:16:00,True,Remote,WFH
10,2021-02-22,2021-02-22 09:18:00,2021-02-22 17:19:00,False,NYC,
10,2021-01-27,2021-01-27 09:08:00,2021-01-27 17:19:00,False,Atlanta,
10,2021-03-29,2021-03-29 09:11:00,2021-03-29 17:20:00,False,NYC,
10,2021-04-09,2021-04-09 09:19:00,2021-04-09 17:29:00,True,Remote,WFH
10,2021-02-15,2021-02-15 09:24:00,2021-02-15 17:19:00,False,Remote,
11,2022-04-12,2022-04-12 09:21:00,2022-04-12 17:14:00,False,NYC,
11,2022-04-04,2022-04-04 09:11:00,2022-04-04 17:02:00,False,Atlanta,
11,2022-06-17,2022-06-17 09:01:00,2022-06-17 17:15:00,False,Atlanta,
11,2022-04-12,2022-04-12 09:14:00,2022-04-12 17:11:00,False,Chicago,
11,2022-07-11,2022-07-11 09:12:00,2022-07-11 17:13:00,False,Remote,
11,2022-05-30,2022-05-30 09:07:00,2022-05-30 17:07:00,True,Remote,WFH
11,2022-05-02,2022-05-02 09:29:00,2022-05-02 17:11:00,True,Remote,WFH
11,2022-06-07,2022-06-07 09:10:00,2022-06-07 17:07:00,True,Remote,WFH
12,2023-05-29,2023-05-29 09:29:00,2023-05-29 17:18:00,False,Austin,
12,2023-04-26,2023-04-26 09:06:00,2023-04-26 17:10:00,False,Seattle,
12,2023-07-19,2023-07-19 09:16:00,2023-07-19 17:00:00,True,Remote,WFH
12,2023-05-17,2023-05-17 09:25:00,2023-05-17 17:28:00,False,Chicago,
12,2023-07-10,2023-07-10 09:20:00,2023-07-10 17:07:00,True,Remote,WFH
12,2023-05-08,2023-05-08 09:23:00,2023-05-08 17:05:00,False,Remote,
12,2023-07-10,2023-07-10 09:17:00,2023-07-10 17:05:00,False,Remote,
13,2024-11-13,2024-11-13 09:12:00,2024-11-13 17:18:00,True,Remote,WFH
13,2024-12-02,2024-12-02 09:07:00,2024-12-02 17:08:00,False,Austin,
13,2024-11-25,2024-11-25 09:02:00,2024-11-25 17:18:00,True,Remote,WFH
13,2024-10-18,2024-10-18 09:23:00,2024-10-18 17:16:00,True,Remote,WFH
13,2024-10-28,2024-10-28 09:18:00,2024-10-28 17:01:00,False,Chicago,
13,2024-12-09,2024-12-09 09:07:00,2024-12-09 17:18:00,False,Remote,
13,2025-01-20,2025-01-20 09:27:00,2025-01-20 17:26:00,True,Remote,WFH
13,2024-10-24,2024-10-24 09:05:00,2024-10-24 17:18:00,True,Remote,WFH
13,2024-12-02,2024-12-02 09:05:00,2024-12-02 17:27:00,True,Remote,WFH
14,2022-03-16,2022-03-16 09:05:00,2022-03-16 17:22:00,False,Seattle,
14,2022-02-15,2022-02-15 09:18:00,2022-02-15 17:19:00,False,Remote,
14,2022-03-18,2022-03-18 09:21:00,2022-03-18 17:25:00,True,Remote,WFH
14,2022-02-28,2022-02-28 09:10:00,2022-02-28 17:03:00,False,Austin,
14,2022-03-08,2022-03-08 09:12:00,2022-03-08 17:19:00,False,Chicago,
14,2022-03-08,2022-03-08 09:16:00,2022-03-08 17:08:00,False,NYC,
14,2022-04-19,2022-04-19 09:22:00,2022-04-19 17:27:00,False,Austin,
14,2022-04-29,2022-04-29 09:18:00,2022-04-29 17:25:00,False,Chicago,
14,2022-04-18,2022-04-18 09:13:00,2022-04-18 17:07:00,False,Atlanta,
14,2022-03-07,2022-03-07 09:26:00,2022-03-07 17:27:00,True,Remote,WFH
15,2023-04-19,2023-04-19 09:09:00,2023-04-19 17:17:00,False,Chicago,
15,2023-06-05,2023-06-05 09:07:00,2023-06-05 17:00:00,False,Atlanta,
15,2023-06-20,2023-06-20 09:11:00,2023-06-20 17:07:00,False,NYC,
15,2023-07-17,2023-07-17 09:15:00,2023-07-17 17:17:00,False,NYC,
15,2023-04-24,2023-04-24 09:05:00,2023-04-24 17:11:00,False,Remote,
15,2023-05-15,2023-05-15 09:08:00,2023-05-15 17:14:00,False,NYC,
15,2023-05-04,2023-05-04 09:23:00,2023-05-04 17:11:00,False,Seattle,
15,2023-05-19,2023-05-19 09:23:00,2023-05-19 17:22:00,False,Chicago,
15,2023-05-02,2023-05-02 09:12:00,2023-05-02 17:24:00,False,Remote,
15,2023-05-22,2023-05-22 09:02:00,2023-05-22 17:25:00,False,NYC,
16,2021-10-25,2021-10-25 09:29:00,2021-10-25 17:21:00,False,Remote,
16,2022-01-14,2022-01-14 09:08:00,2022-01-14 17:25:00,False,Seattle,
16,2021-10-20,2021-10-20 09:07:00,2021-10-20 17:09:00,True,Remote,WFH
16,2021-12-22,2021-12-22 09:02:00,2021-12-22 17:23:00,False,Chicago,
16,2021-10-05,2021-10-05 09:02:00,2021-10-05 17:25:00,True,Remote,WFH
16,2021-10-27,2021-10-27 09:15:00,2021-10-27 17:16:00,False,Chicago,
16,2021-10-15,2021-10-15 09:02:00,2021-10-15 17:11:00,False,Seattle,
16,2022-01-13,2022-01-13 09:20:00,2022-01-13 17:11:00,False,NYC,
16,2021-10-26,2021-10-26 09:14:00,2021-10-26 17:01:00,True,Remote,WFH
16,2021-12-27,2021-12-27 09:17:00,2021-12-27 17:19:00,True,Remote,WFH
17,2024-01-09,2024-01-09 09:22:00,2024-01-09 17:03:00,False,Austin,
17,2024-03-25,2024-03-25 09:15:00,2024-03-25 17:22:00,False,Austin,
17,2024-04-18,2024-04-18 09:00:00,2024-04-18 17:21:00,False,Chicago,
17,2024-03-26,2024-03-26 09:01:00,2024-03-26 17:29:00,False,NYC,
17,2024-01-01,2024-01-01 09:25:00,2024-01-01 17:20:00,True,Remote,WFH
17,2024-03-26,2024-03-26 09:19:00,2024-03-26 17:16:00,True,Remote,WFH
17,2024-04-22,2024-04-22 09:21:00,2024-04-22 17:20:00,True,Remote,WFH
18,2021-08-05,2021-08-05 09:28:00,2021-08-05 17:00:00,True,Remote,WFH
18,2021-09-28,2021-09-28 09:05:00,2021-09-28 17:28:00,True,Remote,WFH
18,2021-06-21,2021-06-21 09:25:00,2021-06-21 17:25:00,False,Atlanta,
18,2021-09-22,2021-09-22 09:19:00,2021-09-22 17:14:00,False,Seattle,
18,2021-07-20,2021-07-20 09:24:00,2021-07-20 17:20:00,False,NYC,
19,2025-04-28,2025-04-28 09:24:00,2025-04-28 17:25:00,False,NYC,
19,2025-02-03,2025-02-03 09:05:00,2025-02-03 17:16:00,False,Austin,
19,2025-05-15,2025-05-15 09:15:00,2025-05-15 17:11:00,False,Seattle,
19,2025-03-17,2025-03-17 09:22:00,2025-03-17 17:03:00,True,Remote,WFH
19,2025-04-29,2025-04-29 09:17:00,2025-04-29 17:20:00,False,Remote,
20,2021-03-22,2021-03-22 09:02:00,2021-03-22 17:21:00,False,Seattle,
20,2021-04-02,2021-04-02 09:22:00,2021-04-02 17:02:00,True,Remote,WFH
20,2021-01-28,2021-01-28 09:17:00,2021-01-28 17:09:00,False,Seattle,
20,2021-03-18,2021-03-18 09:19:00,2021-03-18 17:16:00,True,Remote,WFH
20,2021-03-01,2021-03-01 09:22:00,2021-03-01 17:10:00,False,Atlanta,
21,2020-10-29,2020-10-29 09:04:00,2020-10-29 17:25:00,False,Remote,
21,2020-12-16,2020-12-16 09:20:00,2020-12-16 17:22:00,True,Remote,WFH
21,2020-10-05,2020-10-05 09:23:00,2020-10-05 17:26:00,False,NYC,
21,2020-12-16,2020-12-16 09:05:00,2020-12-16 17:28:00,True,Remote,WFH
21,2020-11-06,2020-11-06 09:08:00,2020-11-06 17:26:00,False,Remote,
21,2020-12-21,2020-12-21 09:01:00,2020-12-21 17:00:00,False,NYC,
21,2020-12-11,2020-12-11 09:27:00,2020-12-11 17:18:00,False,Remote,
22,2021-01-18,2021-01-18 09:10:00,2021-01-18 17:27:00,False,Atlanta,
22,2021-04-05,2021-04-05 09:11:00,2021-04-05 17:06:00,False,NYC,
22,2021-03-17,2021-03-17 09:12:00,2021-03-17 17:26:00,True,Remote,WFH
22,2021-03-01,2021-03-01 09:28:00,2021-03-01 17:28:00,False,Austin,
22,2021-02-09,2021-02-09 09:27:00,2021-02-09 17:25:00,False,Seattle,
22,2021-03-22,2021-03-22 09:08:00,2021-03-22 17:06:00,False,Austin,
23,2025-02-25,2025-02-25 09:25:00,2025-02-25 17:20:00,False,NYC,
23,2025-01-17,2025-01-17 09:14:00,2025-01-17 17:01:00,False,Seattle,
23,2025-03-21,2025-03-21 09:19:00,2025-03-21 17:24:00,False,Austin,
23,2025-02-06,2025-02-06 09:00:00,2025-02-06 17:22:00,False,Atlanta,
23,2024-12-16,2024-12-16 09:07:00,2024-12-16 17:04:00,False,NYC,
23,2025-03-13,2025-03-13 09:00:00,2025-03-13 17:00:00,False,NYC,
24,2025-06-02,2025-06-02 09:09:00,2025-06-02 17:21:00,True,Remote,WFH
24,2025-05-12,2025-05-12 09:20:00,2025-05-12 17:14:00,False,Remote,
24,2025-06-18,2025-06-18 09:21:00,2025-06-18 17:05:00,False,Austin,
24,2025-07-07,2025-07-07 09:12:00,2025-07-07 17:15:00,False,Seattle,
24,2025-04-07,2025-04-07 09:29:00,2025-04-07 17:14:00,False,Seattle,
24,2025-04-15,2025-04-15 09:16:00,2025-04-15 17:21:00,False,Seattle,
24,2025-06-27,2025-06-27 09:12:00,2025-06-27 17:16:00,False,Austin,
24,2025-05-06,2025-05-06 09:16:00,2025-05-06 17:15:00,True,Remote,WFH
24,2025-06-16,2025-06-16 09:12:00,2025-06-16 17:05:00,True,Remote,WFH
24,2025-05-05,2025-05-05 09:13:00,2025-05-05 17:13:00,False,Seattle,
25,2023-12-12,2023-12-12 09:07:00,2023-12-12 17:28:00,True,Remote,WFH
25,2023-09-07,2023-09-07 09:21:00,2023-09-07 17:28:00,False,Remote,
25,2023-09-19,2023-09-19 09:12:00,2023-09-19 17:16:00,True,Remote,WFH
25,2023-09-25,2023-09-25 09:20:00,2023-09-25 17:23:00,True,Remote,WFH
25,2023-09-27,2023-09-27 09:27:00,2023-09-27 17:05:00,False,Chicago,
25,2023-10-31,2023-10-31 09:21:00,2023-10-31 17:25:00,False,Chicago,
25,2023-10-11,2023-10-11 09:22:00,2023-10-11 17:24:00,True,Remote,WFH
25,2023-09-26,2023-09-26 09:25:00,2023-09-26 17:14:00,False,Atlanta,
26,2022-07-29,2022-07-29 09:25:00,2022-07-29 17:19:00,False,NYC,
26,2022-08-01,2022-08-01 09:05:00,2022-08-01 17:26:00,True,Remote,WFH
26,2022-09-26,2022-09-26 09:17:00,2022-09-26 17:17:00,True,Remote,WFH
26,2022-07-28,2022-07-28 09:16:00,2022-07-28 17:24:00,False,Chicago,
26,2022-08-08,2022-08-08 09:13:00,2022-08-08 17:12:00,False,Chicago,
26,2022-08-01,2022-08-01 09:11:00,2022-08-01 17:22:00,False,Austin,
26,2022-08-08,2022-08-08 09:18:00,2022-08-08 17:10:00,True,Remote,WFH
27,2023-11-10,2023-11-10 09:11:00,2023-11-10 17:02:00,False,Atlanta,
27,2023-10-11,2023-10-11 09:02:00,2023-10-11 17:18:00,True,Remote,WFH
27,2023-08-11,2023-08-11 09:03:00,2023-08-11 17:02:00,True,Remote,WFH
27,2023-08-23,2023-08-23 09:25:00,2023-08-23 17:15:00,False,NYC,
27,2023-09-04,2023-09-04 09:07:00,2023-09-04 17:23:00,False,NYC,
27,2023-09-21,2023-09-21 09:28:00,2023-09-21 17:16:00,False,Seattle,
28,2023-02-06,2023-02-06 09:10:00,2023-02-06 17:17:00,True,Remote,WFH
28,2023-01-31,2023-01-31 09:02:00,2023-01-31 17:03:00,True,Remote,WFH
28,2022-12-12,2022-12-12 09:05:00,2022-12-12 17:25:00,False,NYC,
28,2022-12-12,2022-12-12 09:04:00,2022-12-12 17:15:00,True,Remote,WFH
28,2023-02-14,2023-02-14 09:14:00,2023-02-14 17:29:00,True,Remote,WFH
29,2022-04-11,2022-04-11 09:07:00,2022-04-11 17:26:00,False,Atlanta,
29,2022-04-22,2022-04-22 09:27:00,2022-04-22 17:15:00,False,Chicago,
29,2022-04-04,2022-04-04 09:03:00,2022-04-04 17:12:00,True,Remote,WFH
29,2022-05-02,2022-05-02 09:27:00,2022-05-02 17:12:00,True,Remote,WFH
29,2022-04-08,2022-04-08 09:02:00,2022-04-08 17:21:00,True,Remote,WFH
30,2021-05-12,2021-05-12 09:23:00,2021-05-12 17:14:00,False,Austin,
30,2021-06-16,2021-06-16 09:08:00,2021-06-16 17:06:00,False,Remote,
30,2021-06-18,2021-06-18 09:01:00,2021-06-18 17:07:00,False,Austin,
30,2021-07-14,2021-07-14 09:23:00,2021-07-14 17:11:00,False,Remote,
30,2021-08-27,2021-08-27 09:06:00,2021-08-27 17:09:00,False,Austin,
30,2021-06-30,2021-06-30 09:15:00,2021-06-30 17:02:00,False,Chicago,
30,2021-06-03,2021-06-03 09:09:00,2021-06-03 17:05:00,True,Remote,WFH
30,2021-05-24,2021-05-24 09:17:00,2021-05-24 17:04:00,False,Seattle,
31,2024-01-18,2024-01-18 09:28:00,2024-01-18 17:06:00,False,NYC,
31,2023-11-22,2023-11-22 09:01:00,2023-11-22 17:10:00,True,Remote,WFH
31,2023-11-07,2023-11-07 09:22:00,2023-11-07 17:04:00,False,Seattle,
31,2023-12-26,2023-12-26 09:05:00,2023-12-26 17:23:00,False,Seattle,
31,2024-01-11,2024-01-11 09:11:00,2024-01-11 17:03:00,False,Atlanta,
31,2023-12-25,2023-12-25 09:22:00,2023-12-25 17:05:00,True,Remote,WFH
32,2023-06-30,2023-06-30 09:09:00,2023-06-30 17:17:00,False,Atlanta,
32,2023-06-13,2023-06-13 09:07:00,2023-06-13 17:25:00,False,Chicago,
32,2023-09-04,2023-09-04 09:08:00,2023-09-04 17:04:00,False,Austin,
32,2023-08-11,2023-08-11 09:19:00,2023-08-11 17:05:00,False,Seattle,
32,2023-09-18,2023-09-18 09:23:00,2023-09-18 17:26:00,False,NYC,
32,2023-07-31,2023-07-31 09:02:00,2023-07-31 17:09:00,False,Seattle,
32,2023-06-09,2023-06-09 09:10:00,2023-06-09 17:16:00,True,Remote,WFH
32,2023-09-04,2023-09-04 09:03:00,2023-09-04 17:03:00,True,Remote,WFH
32,2023-08-18,2023-08-18 09:08:00,2023-08-18 17:18:00,False,Seattle,
32,2023-06-05,2023-06-05 09:21:00,2023-06-05 17:23:00,True,Remote,WFH
33,2023-07-24,2023-07-24 09:02:00,2023-07-24 17:21:00,False,Seattle,
33,2023-07-19,2023-07-19 09:19:00,2023-07-19 17:21:00,False,Atlanta,
33,2023-09-04,2023-09-04 09:22:00,2023-09-04 17:10:00,False,Atlanta,
33,2023-07-31,2023-07-31 09:26:00,2023-07-31 17:09:00,False,Austin,
33,2023-05-18,2023-05-18 09:08:00,2023-05-18 17:27:00,False,Austin,
33,2023-07-31,2023-07-31 09:22:00,2023-07-31 17:13:00,False,Seattle,
33,2023-08-21,2023-08-21 09:17:00,2023-08-21 17:16:00,False,Remote,
33,2023-08-28,2023-08-28 09:08:00,2023-08-28 17:22:00,False,Seattle,
33,2023-07-28,2023-07-28 09:18:00,2023-07-28 17:28:00,True,Remote,WFH
33,2023-07-03,2023-07-03 09:04:00,2023-07-03 17:14:00,True,Remote,WFH
34,2024-02-27,2024-02-27 09:22:00,2024-02-27 17:29:00,False,NYC,
34,2023-11-28,2023-11-28 09:27:00,2023-11-28 17:01:00,True,Remote,WFH
34,2024-02-20,2024-02-20 09:23:00,2024-02-20 17:15:00,False,Austin,
34,2024-02-22,2024-02-22 09:24:00,2024-02-22 17:09:00,False,NYC,
34,2024-01-22,2024-01-22 09:09:00,2024-01-22 17:24:00,False,NYC,
34,2024-02-21,2024-02-21 09:25:00,2024-02-21 17:29:00,False,Austin,
34,2024-03-01,2024-03-01 09:08:00,2024-03-01 17:24:00,True,Remote,WFH
34,2024-01-22,2024-01-22 09:02:00,2024-01-22 17:19:00,True,Remote,WFH
34,2023-12-21,2023-12-21 09:01:00,2023-12-21 17:09:00,True,Remote,WFH
35,2025-06-23,2025-06-23 09:10:00,2025-06-23 17:10:00,True,Remote,WFH
35,2025-06-09,2025-06-09 09:20:00,2025-06-09 17:21:00,True,Remote,WFH
35,2025-04-28,2025-04-28 09:06:00,2025-04-28 17:22:00,True,Remote,WFH
35,2025-06-03,2025-06-03 09:29:00,2025-06-03 17:01:00,False,Chicago,
35,2025-05-29,2025-05-29 09:24:00,2025-05-29 17:09:00,False,Atlanta,
35,2025-06-04,2025-06-04 09:21:00,2025-06-04 17:26:00,True,Remote,WFH
35,2025-05-28,2025-05-28 09:15:00,2025-05-28 17:16:00,False,Seattle,
35,2025-07-07,2025-07-07 09:17:00,2025-07-07 17:02:00,True,Remote,WFH
36,2021-05-19,2021-05-19 09:26:00,2021-05-19 17:25:00,False,Austin,
36,2021-02-08,2021-02-08 09:05:00,2021-02-08 17:24:00,False,Austin,
36,2021-05-10,2021-05-10 09:10:00,2021-05-10 17:14:00,True,Remote,WFH
36,2021-05-13,2021-05-13 09:15:00,2021-05-13 17:09:00,True,Remote,WFH
36,2021-04-08,2021-04-08 09:27:00,2021-04-08 17:12:00,False,Austin,
36,2021-01-26,2021-01-26 09:06:00,2021-01-26 17:21:00,True,Remote,WFH
36,2021-01-25,2021-01-25 09:25:00,2021-01-25 17:26:00,False,Atlanta,
36,2021-02-18,2021-02-18 09:26:00,2021-02-18 17:14:00,True,Remote,WFH
37,2025-09-01,2025-09-01 09:06:00,2025-09-01 17:14:00,True,Remote,WFH
37,2025-10-20,2025-10-20 09:13:00,2025-10-20 17:07:00,True,Remote,WFH
37,2025-07-03,2025-07-03 09:12:00,2025-07-03 17:29:00,False,Atlanta,
37,2025-08-04,2025-08-04 09:16:00,2025-08-04 17:28:00,False,Remote,
37,2025-09-10,2025-09-10 09:23:00,2025-09-10 17:03:00,False,Atlanta,
37,2025-09-15,2025-09-15 09:07:00,2025-09-15 17:04:00,False,Seattle,
37,2025-09-19,2025-09-19 09:15:00,2025-09-19 17:03:00,False,NYC,
37,2025-07-21,2025-07-21 09:21:00,2025-07-21 17:28:00,False,Seattle,
38,2022-01-26,2022-01-26 09:11:00,2022-01-26 17:04:00,True,Remote,WFH
38,2022-01-10,2022-01-10 09:22:00,2022-01-10 17:15:00,True,Remote,WFH
38,2021-12-24,2021-12-24 09:09:00,2021-12-24 17:06:00,False,Austin,
38,2022-03-29,2022-03-29 09:19:00,2022-03-29 17:27:00,False,NYC,
38,2022-01-17,2022-01-17 09:28:00,2022-01-17 17:02:00,False,Chicago,
39,2021-02-18,2021-02-18 09:03:00,2021-02-18 17:14:00,False,Austin,
39,2021-03-22,2021-03-22 09:19:00,2021-03-22 17:18:00,False,Atlanta,
39,2021-04-21,2021-04-21 09:09:00,2021-04-21 17:20:00,False,Chicago,
39,2021-04-08,2021-04-08 09:04:00,2021-04-08 17:26:00,True,Remote,WFH
39,2021-03-30,2021-03-30 09:19:00,2021-03-30 17:28:00,True,Remote,WFH
39,2021-02-23,2021-02-23 09:24:00,2021-02-23 17:05:00,False,Chicago,
39,2021-04-07,2021-04-07 09:03:00,2021-04-07 17:01:00,False,Austin,
40,2023-10-23,2023-10-23 09:15:00,2023-10-23 17:17:00,False,Chicago,
40,2023-12-11,2023-12-11 09:21:00,2023-12-11 17:03:00,False,Austin,
40,2023-10-31,2023-10-31 09:12:00,2023-10-31 17:18:00,True,Remote,WFH
40,2023-12-27,2023-12-27 09:01:00,2023-12-27 17:12:00,False,Atlanta,
40,2023-11-13,2023-11-13 09:29:00,2023-11-13 17:21:00,False,Chicago,
41,2025-05-12,2025-05-12 09:03:00,2025-05-12 17:21:00,False,Seattle,
41,2025-04-01,2025-04-01 09:19:00,2025-04-01 17:14:00,False,Austin,
41,2025-03-17,2025-03-17 09:08:00,2025-03-17 17:06:00,True,Remote,WFH
41,2025-06-03,2025-06-03 09:18:00,2025-06-03 17:05:00,False,Remote,
41,2025-04-21,2025-04-21 09:19:00,2025-04-21 17:14:00,False,Remote,
42,2023-12-18,2023-12-18 09:24:00,2023-12-18 17:19:00,True,Remote,WFH
42,2023-10-09,2023-10-09 09:03:00,2023-10-09 17:17:00,True,Remote,WFH
42,2023-12-19,2023-12-19 09:04:00,2023-12-19 17:19:00,True,Remote,WFH
42,2023-12-25,2023-12-25 09:29:00,2023-12-25 17:10:00,True,Remote,WFH
42,2023-11-06,2023-11-06 09:21:00,2023-11-06 17:25:00,True,Remote,WFH
42,2023-12-05,2023-12-05 09:28:00,2023-12-05 17:11:00,False,Austin,
42,2023-11-01,2023-11-01 09:12:00,2023-11-01 17:09:00,False,NYC,
42,2023-10-09,2023-10-09 09:09:00,2023-10-09 17:06:00,False,Atlanta,
42,2023-12-05,2023-12-05 09:18:00,2023-12-05 17:09:00,True,Remote,WFH
43,2023-09-11,2023-09-11 09:02:00,2023-09-11 17:24:00,True,Remote,WFH
43,2023-09-04,2023-09-04 09:28:00,2023-09-04 17:18:00,False,NYC,
43,2023-09-12,2023-09-12 09:20:00,2023-09-12 17:01:00,False,Atlanta,
43,2023-08-07,2023-08-07 09:19:00,2023-08-07 17:09:00,False,NYC,
43,2023-06-12,2023-06-12 09:01:00,2023-06-12 17:27:00,False,Remote,
43,2023-09-05,2023-09-05 09:16:00,2023-09-05 17:15:00,False,Remote,
43,2023-06-26,2023-06-26 09:13:00,2023-06-26 17:06:00,False,NYC,
43,2023-10-04,2023-10-04 09:10:00,2023-10-04 17:23:00,False,Atlanta,
43,2023-06-12,2023-06-12 09:10:00,2023-06-12 17:22:00,False,Atlanta,
43,2023-09-04,2023-09-04 09:03:00,2023-09-04 17:06:00,False,Atlanta,
44,2024-02-06,2024-02-06 09:14:00,2024-02-06 17:17:00,False,Atlanta,
